Neuron 1,Neuron 2,Type,Nbr
BDUL,PVNR,Sp,2
BDUR,PVNR,R,2
BDUR,PVNR,Rp,2
BDUR,PVNR,Sp,1
HSNR,PVNR,Rp,1
HSNR,PVNR,S,1
HSNR,PVNR,Sp,1
HSNR,PVNR,EJ,1
ADAL,PVPL,Rp,1
AQR,PVPL,Rp,1
AQR,PVPL,Sp,1
AVAL,PVPL,R,1
AVAL,PVPL,Rp,1
AVAR,PVPL,R,1
AVAR,PVPL,Rp,1
AVBL,PVPL,R,2
AVBL,PVPL,Rp,3
AVBR,PVPL,Rp,6
AVDR,PVPL,Rp,2
AVER,PVPL,Rp,1
AVHR,PVPL,Rp,1
AVHR,PVPL,Sp,3
DVB,PVPL,S,1
DVB,PVPL,Sp,1
AQR,PVPL,EJ,7
AVAL,PVPL,EJ,1
AVKL,PVPL,EJ,1
AVKR,PVPL,EJ,6
DVC,PVPL,EJ,2
RIFL,PVPL,Sp,3
RIGL,PVPL,R,2
RIR,PVPL,Sp,1
ADFR,PVPR,Rp,1
ADFR,PVPR,Sp,1
AQR,PVPR,Rp,2
ASHR,PVPR,Rp,1
ASHR,PVPR,Sp,1
AVAL,PVPR,Rp,1
AVAR,PVPR,Rp,2
AVBL,PVPR,Rp,4
AVBR,PVPR,Rp,5
AVG,PVPR,Sp,1
AVHL,PVPR,Rp,3
AVHL,PVPR,Sp,2
AVL,PVPR,R,1
AVL,PVPR,Rp,3
AVL,PVPR,S,1
DVC,PVPR,R,1
DVC,PVPR,Rp,1
AQR,PVPR,EJ,9
AVKL,PVPR,EJ,1
DVC,PVPR,EJ,13
RIAR,PVPR,R,2
RIFR,PVPR,Sp,4
RIGR,PVPR,Rp,1
RIMR,PVPR,Rp,1
RMGR,PVPR,Rp,1
AIAL,PVQL,R,3
AIAL,PVQL,Rp,3
AIML,PVQL,S,1
ASJL,PVQL,Rp,1
ASJL,PVQL,S,8
ASJL,PVQL,Sp,6
ASKL,PVQL,Rp,4
AVFL,PVQL,Sp,1
AVFR,PVQL,Sp,1
AVHL,PVQL,S,1
AVKR,PVQL,S,1
HSNL,PVQL,Rp,2
ADAL,PVQL,EJ,1
ASKL,PVQL,EJ,5
RMGL,PVQL,Rp,1
AIAR,PVQR,R,3
AIAR,PVQR,Rp,4
ASER,PVQR,Rp,1
ASJR,PVQR,S,9
ASJR,PVQR,Sp,4
ASKR,PVQR,Rp,4
AVBL,PVQR,Rp,1
AVFL,PVQR,Sp,1
AVFR,PVQR,Rp,1
AVG,PVQR,Sp,1
AVHL,PVQR,Sp,2
AVJR,PVQR,S,1
AVL,PVQR,Rp,1
AWAR,PVQR,Rp,2
DVC,PVQR,Rp,1
HSNR,PVQR,R,1
HSNR,PVQR,Sp,1
ADAR,PVQR,EJ,1
ASKR,PVQR,EJ,4
AVFL,PVQR,EJ,1
RIFR,PVQR,Rp,1
ADAL,PVR,Rp,1
ADER,PVR,Sp,1
AVBL,PVR,Rp,4
AVBR,PVR,Rp,4
AVJL,PVR,R,1
AVJL,PVR,Rp,2
AVJR,PVR,Rp,2
AVKL,PVR,R,1
AVM,PVR,Sp,3
DVA,PVR,Rp,1
DVA,PVR,S,1
DVA,PVR,Sp,2
IL1DL,PVR,Rp,1
IL1DL,PVR,S,1
IL1DR,PVR,Rp,1
IL1VL,PVR,Rp,1
IL1VR,PVR,Rp,1
LUAR,PVR,S,1
ALML,PVR,EJ,1
DVA,PVR,EJ,2
LUAL,PVR,EJ,1
LUAR,PVR,EJ,1
RIPL,PVR,Rp,3
RIPR,PVR,Rp,3
SABD,PVR,Rp,1
SMDVL,PVR,S,1
URADL,PVR,Rp,1
AIBL,PVT,Rp,2
AIBR,PVT,Rp,4
AVEL,PVT,Sp,1
AVG,PVT,S,1
AVKL,PVT,R,2
AVKL,PVT,Rp,5
AVKR,PVT,Rp,7
AVL,PVT,Rp,2
DVC,PVT,R,2
DVC,PVT,Sp,1
AIBL,PVT,EJ,1
AIBR,PVT,EJ,1
AVKL,PVT,EJ,2
RIBL,PVT,EJ,1
RIBR,PVT,EJ,1
RIGL,PVT,Rp,2
RIGR,PVT,Rp,3
RIH,PVT,R,1
RMEV,PVT,Rp,1
RMFL,PVT,Rp,2
RMFL,PVT,Sp,1
RMFR,PVT,R,1
RMFR,PVT,Rp,2
SMBDR,PVT,Rp,1
AVJL,PVWL,Rp,1
AVL,PVWL,Sp,1
LUAL,PVWL,Sp,1
LUAR,PVWL,Sp,1
AVAR,PVWR,Rp,1
AVDR,PVWR,Rp,1
ADEL,RIAL,Sp,1
ADFL,RIAL,S,3
ADFL,RIAL,Sp,12
AIBR,RIAL,Sp,1
AIYL,RIAL,S,1
AIYL,RIAL,Sp,6
AIZL,RIAL,S,3
AIZL,RIAL,Sp,5
AQR,RIAL,S,1
AQR,RIAL,Sp,2
ASHL,RIAL,Sp,4
AUAL,RIAL,Sp,5
AWBL,RIAL,S,1
AWBL,RIAL,Sp,2
AWCL,RIAL,S,2
AWCL,RIAL,Sp,1
BAGR,RIAL,S,2
BAGR,RIAL,Sp,3
CEPVL,RIAL,Rp,1
DVA,RIAL,S,1
IL2VL,RIAL,Sp,1
RIAR,RIAL,Rp,1
RIAR,RIAL,Sp,4
RIBL,RIAL,S,1
RIBL,RIAL,Sp,2
RIH,RIAL,S,1
RIH,RIAL,Sp,10
RIR,RIAL,S,1
RIR,RIAL,Sp,4
RIVL,RIAL,Rp,2
RIVL,RIAL,Sp,1
RIVR,RIAL,R,1
RIVR,RIAL,Rp,3
RIVR,RIAL,Sp,2
RMDDL,RIAL,R,2
RMDDL,RIAL,Rp,10
RMDDR,RIAL,Rp,7
RMDL,RIAL,R,4
RMDL,RIAL,Rp,2
RMDL,RIAL,Sp,4
RMDR,RIAL,R,4
RMDR,RIAL,Rp,2
RMDR,RIAL,Sp,3
RMDVL,RIAL,R,1
RMDVL,RIAL,Rp,8
RMDVR,RIAL,R,2
RMDVR,RIAL,Rp,9
SIADL,RIAL,Rp,2
SMDDL,RIAL,R,3
SMDDL,RIAL,Rp,5
SMDDL,RIAL,Sp,1
SMDDR,RIAL,R,3
SMDDR,RIAL,Rp,7
SMDDR,RIAL,Sp,2
SMDVL,RIAL,R,1
SMDVL,RIAL,Rp,5
SMDVL,RIAL,Sp,3
SMDVR,RIAL,R,1
SMDVR,RIAL,Rp,10
SMDVR,RIAL,Sp,7
URXL,RIAL,S,1
URXL,RIAL,Sp,7
URYVL,RIAL,Sp,1
ADFR,RIAR,S,1
ADFR,RIAR,Sp,15
AIYR,RIAR,Sp,6
AIZR,RIAR,S,4
AIZR,RIAR,Sp,3
AQR,RIAR,S,1
AQR,RIAR,Sp,1
ASEL,RIAR,S,1
ASHR,RIAR,Sp,2
AUAR,RIAR,S,1
AUAR,RIAR,Sp,5
AWBR,RIAR,Sp,1
BAGL,RIAR,S,2
BAGL,RIAR,Sp,3
CEPVR,RIAR,Rp,1
DVA,RIAR,S,1
DVA,RIAR,Sp,1
IL1R,RIAR,Rp,1
IL2VR,RIAR,Sp,2
RIAL,RIAR,Rp,4
RIAL,RIAR,Sp,1
RIBR,RIAR,Sp,2
RIH,RIAR,Sp,8
RIR,RIAR,Sp,1
RIVL,RIAR,Rp,1
RIVL,RIAR,S,1
RIVR,RIAR,S,1
RIVR,RIAR,Sp,1
RMDDL,RIAR,R,1
RMDDL,RIAR,Rp,9
RMDDR,RIAR,R,1
RMDDR,RIAR,Rp,10
RMDL,RIAR,R,2
RMDL,RIAR,Rp,1
RMDL,RIAR,Sp,3
RMDR,RIAR,R,1
RMDR,RIAR,Rp,7
RMDR,RIAR,S,3
RMDR,RIAR,Sp,4
RMDVL,RIAR,Rp,12
RMDVR,RIAR,R,1
RMDVR,RIAR,Rp,9
SAADR,RIAR,Rp,1
SIADL,RIAR,Rp,1
SIADR,RIAR,Rp,1
SIAVL,RIAR,Rp,1
SMDDL,RIAR,R,2
SMDDL,RIAR,Rp,5
SMDDL,RIAR,S,1
SMDDL,RIAR,Sp,1
SMDDR,RIAR,R,1
SMDDR,RIAR,Rp,6
SMDDR,RIAR,S,1
SMDVL,RIAR,R,2
SMDVL,RIAR,Rp,11
SMDVL,RIAR,Sp,8
SMDVR,RIAR,R,1
SMDVR,RIAR,Rp,6
SMDVR,RIAR,Sp,5
URXR,RIAR,Sp,3
URYVR,RIAR,Sp,1
AIBR,RIBL,Rp,2
AIBR,RIBL,Sp,4
AINL,RIBL,S,1
AINR,RIBL,Sp,2
AIYL,RIBL,Sp,4
ASIL,RIBL,Sp,1
AUAL,RIBL,Rp,1
AUAL,RIBL,S,2
AUAL,RIBL,Sp,7
AVAL,RIBL,R,1
AVAL,RIBL,Rp,1
AVBR,RIBL,Rp,1
AVDR,RIBL,Rp,1
AVEL,RIBL,R,1
AVEL,RIBL,Rp,1
AVER,RIBL,R,3
AVER,RIBL,Rp,2
BAGL,RIBL,S,1
BAGR,RIBL,Rp,1
BAGR,RIBL,S,1
BAGR,RIBL,Sp,3
CEPDL,RIBL,Sp,2
DVC,RIBL,Sp,1
IL2DL,RIBL,Sp,1
OLLL,RIBL,Sp,8
RIAL,RIBL,R,1
RIAL,RIBL,Rp,2
AVBL,RIBL,EJ,1
AVBR,RIBL,EJ,1
OLQDL,RIBL,EJ,2
OLQVL,RIBL,EJ,1
RIBL,RIBL,EJ,1
RIBR,RIBL,EJ,3
RIGL,RIBL,EJ,1
SIADL,RIBL,EJ,1
SIAVL,RIBL,EJ,1
SIBDL,RIBL,EJ,1
SIBVL,RIBL,EJ,1
SIBVR,RIBL,EJ,1
SMBDL,RIBL,EJ,1
SMDDL,RIBL,EJ,1
SMDVR,RIBL,EJ,2
RIGL,RIBL,S,1
RIH,RIBL,Sp,5
RIML,RIBL,S,1
RIS,RIBL,Sp,3
RMED,RIBL,Sp,1
SMDVR,RIBL,Rp,2
URYDL,RIBL,Sp,1
URYVL,RIBL,Sp,2
AIBL,RIBR,R,1
AIBL,RIBR,Rp,1
AIBL,RIBR,S,1
AIBL,RIBR,Sp,3
AINL,RIBR,Sp,2
AIYR,RIBR,Sp,2
AIZR,RIBR,R,1
AUAR,RIBR,S,4
AUAR,RIBR,Sp,9
AVAR,RIBR,R,2
AVEL,RIBR,R,2
AVEL,RIBR,Rp,1
AVER,RIBR,R,1
AVER,RIBR,Rp,1
BAGL,RIBR,R,1
BAGL,RIBR,Rp,1
BAGL,RIBR,S,1
BAGL,RIBR,Sp,6
CEPDR,RIBR,Sp,1
DVC,RIBR,Sp,1
OLLR,RIBR,S,2
OLLR,RIBR,Sp,8
RIAR,RIBR,Rp,2
AVBL,RIBR,EJ,1
AVBR,RIBR,EJ,1
OLQDR,RIBR,EJ,2
OLQVR,RIBR,EJ,1
RIBL,RIBR,EJ,3
RIBR,RIBR,EJ,1
RIGR,RIBR,EJ,1
SIADR,RIBR,EJ,1
SIAVR,RIBR,EJ,1
SIBDR,RIBR,EJ,1
SIBVR,RIBR,EJ,1
SMBDR,RIBR,EJ,1
SMDDL,RIBR,EJ,1
SMDDR,RIBR,EJ,1
SMDVL,RIBR,EJ,2
RIGR,RIBR,R,1
RIGR,RIBR,S,1
RIH,RIBR,Rp,1
RIH,RIBR,Sp,4
RIMR,RIBR,Sp,1
RIS,RIBR,Sp,5
RMED,RIBR,Sp,1
SMDDL,RIBR,Rp,1
URYDR,RIBR,Sp,1
URYVR,RIBR,Sp,1
ADAL,RICL,S,1
ADAL,RICL,Sp,1
ADAR,RICL,Rp,1
ADAR,RICL,Sp,1
ADLR,RICL,Sp,1
AVAL,RICL,Rp,5
AVAR,RICL,Rp,6
AVKR,RICL,Rp,1
CEPDL,RICL,S,1
CEPDL,RICL,Sp,1
CEPDR,RICL,Sp,4
CEPVL,RICL,S,1
CEPVL,RICL,Sp,6
CEPVR,RICL,Sp,2
IL2L,RICL,Sp,1
OLQDR,RICL,S,1
OLQVL,RICL,S,1
ASHL,RICL,EJ,2
AVKL,RICL,EJ,1
AVKR,RICL,EJ,1
AWBR,RICL,EJ,1
RIML,RICL,Rp,1
RIMR,RICL,R,1
RIMR,RICL,Rp,2
RIVR,RICL,R,1
RMFR,RICL,Rp,1
SMBDL,RICL,Rp,2
SMDDL,RICL,Rp,3
SMDDR,RICL,Rp,3
SMDVR,RICL,Rp,1
URXL,RICL,S,1
ADAL,RICR,Sp,1
ADAR,RICR,Rp,1
ADLR,RICR,Sp,1
AVAL,RICR,Rp,5
AVAR,RICR,Rp,5
CEPDL,RICR,S,2
CEPDL,RICR,Sp,2
CEPDR,RICR,Sp,3
CEPVL,RICR,Sp,4
CEPVR,RICR,S,2
CEPVR,RICR,Sp,2
IL2DR,RICR,Sp,1
OLQDL,RICR,S,1
OLQDR,RICR,Sp,1
OLQVR,RICR,S,1
ASHR,RICR,EJ,2
AVKL,RICR,EJ,1
SDQL,RICR,Sp,1
SDQR,RICR,Sp,1
SMBDR,RICR,Rp,1
SMDDL,RICR,Rp,4
SMDDR,RICR,Rp,3
SMDVL,RICR,Rp,2
SMDVR,RICR,Rp,1
URBL,RICR,S,1
URBR,RICR,S,1
AINR,RID,Sp,1
AVM,RID,Sp,1
ALA,RID,EJ,1
AVBL,RID,EJ,1
AVBR,RID,EJ,2
RMGL,RID,Sp,1
ADEL,RIFL,Sp,1
AIAL,RIFL,Sp,1
AIBL,RIFL,Sp,1
AIML,RIFL,Sp,1
ALML,RIFL,Rp,2
AVBL,RIFL,Rp,10
AVBR,RIFL,Rp,1
AVHR,RIFL,Rp,1
AVJR,RIFL,Rp,2
HSNL,RIFL,Sp,3
AVG,RIFL,EJ,1
RIML,RIFL,Rp,4
AIAR,RIFR,Sp,2
AIMR,RIFR,Sp,1
ASHR,RIFR,Rp,2
ASKR,RIFR,Sp,1
AVBL,RIFR,Rp,1
AVBR,RIFR,R,3
AVBR,RIFR,Rp,14
AVFL,RIFR,Rp,1
AVHL,RIFR,Rp,1
AVJL,RIFR,Rp,1
AVJL,RIFR,Sp,1
AVJR,RIFR,Rp,2
AWAR,RIFR,Sp,2
HSNR,RIFR,Rp,1
HSNR,RIFR,S,1
HSNR,RIFR,Sp,3
AVG,RIFR,EJ,1
RIMR,RIFR,Rp,4
RIPR,RIFR,Rp,1
ADEL,RIGL,S,2
ADEL,RIGL,Sp,3
ADER,RIGL,S,4
ADER,RIGL,Sp,3
ADFL,RIGL,Sp,1
AIZL,RIGL,S,1
AIZR,RIGL,Rp,1
ALNL,RIGL,Rp,1
AVAR,RIGL,Sp,1
AVEL,RIGL,R,1
AVEL,RIGL,Rp,1
AVER,RIGL,Rp,1
AVHR,RIGL,Sp,1
AVKR,RIGL,Rp,2
BAGL,RIGL,S,1
BAGR,RIGL,Rp,1
BAGR,RIGL,S,2
BAGR,RIGL,Sp,3
DVC,RIGL,Rp,1
DVC,RIGL,S,1
DVC,RIGL,Sp,4
RIBL,RIGL,R,1
AIBR,RIGL,EJ,3
AQR,RIGL,EJ,2
AVKL,RIGL,EJ,1
BAGR,RIGL,EJ,1
OLLL,RIGL,EJ,1
OLQDL,RIGL,EJ,1
OLQVL,RIGL,EJ,1
RIBL,RIGL,EJ,1
RIGR,RIGL,EJ,3
RMEL,RIGL,EJ,1
URYDL,RIGL,EJ,1
URYVL,RIGL,EJ,1
RIR,RIGL,R,2
RIR,RIGL,Sp,1
RMFL,RIGL,Rp,1
RMHR,RIGL,Rp,3
URXL,RIGL,S,2
URXL,RIGL,Sp,1
ADEL,RIGR,S,3
ADEL,RIGR,Sp,3
ADER,RIGR,Sp,4
ADFR,RIGR,S,1
ADFR,RIGR,Sp,2
AIBL,RIGR,Sp,1
ALNR,RIGR,Rp,1
AVER,RIGR,R,2
AVKL,RIGR,Rp,4
AVKR,RIGR,Rp,1
AWAR,RIGR,S,1
BAGL,RIGR,S,3
BAGL,RIGR,Sp,1
DVC,RIGR,Sp,5
RIBR,RIGR,R,1
RIBR,RIGR,S,1
AIBL,RIGR,EJ,3
AQR,RIGR,EJ,1
AVKR,RIGR,EJ,1
BAGL,RIGR,EJ,1
OLLR,RIGR,EJ,1
OLQDR,RIGR,EJ,1
OLQVR,RIGR,EJ,1
RIBR,RIGR,EJ,1
RIGL,RIGR,EJ,3
URYDR,RIGR,EJ,1
URYVR,RIGR,EJ,1
RIR,RIGR,R,1
RMFL,RIGR,S,1
RMHL,RIGR,Rp,4
URXR,RIGR,S,2
ADEL,RIH,Sp,2
ADER,RIH,Sp,1
ADFR,RIH,Rp,1
AIZL,RIH,Rp,4
AIZR,RIH,Rp,4
AUAR,RIH,Rp,1
BAGR,RIH,Rp,1
CEPDL,RIH,R,1
CEPDR,RIH,R,1
CEPVL,RIH,R,1
CEPVR,RIH,R,1
CEPVR,RIH,Rp,1
IL1DL,RIH,Sp,1
IL2L,RIH,Rp,2
IL2L,RIH,Sp,7
IL2R,RIH,Rp,1
IL2R,RIH,Sp,6
IL2VL,RIH,Sp,2
IL2VR,RIH,S,1
IL2VR,RIH,Sp,2
OLQDL,RIH,R,2
OLQDL,RIH,Rp,2
OLQDR,RIH,Rp,2
OLQVL,RIH,Rp,1
OLQVL,RIH,Sp,1
OLQVR,RIH,Rp,6
OLQVR,RIH,Sp,2
RIAL,RIH,R,1
RIAL,RIH,Rp,10
RIAR,RIH,Rp,8
RIBL,RIH,Rp,5
RIBR,RIH,Rp,4
RIBR,RIH,Sp,1
CEPDL,RIH,EJ,1
CEPDR,RIH,EJ,1
CEPVL,RIH,EJ,1
CEPVR,RIH,EJ,1
FLPL,RIH,EJ,1
OLQDR,RIH,EJ,1
RIPL,RIH,R,4
RIPL,RIH,Rp,1
RIPR,RIH,R,3
RIPR,RIH,Rp,3
RMER,RIH,Rp,2
RMEV,RIH,Rp,1
URYVL,RIH,Sp,1
URYVR,RIH,Rp,1
ADAL,RIML,Sp,3
AIBL,RIML,Sp,2
AIBR,RIML,S,4
AIBR,RIML,Sp,12
AIZL,RIML,Sp,4
ASHL,RIML,Sp,1
AVAL,RIML,Rp,1
AVBL,RIML,Rp,2
AVBR,RIML,Rp,3
AVKL,RIML,Sp,2
AVKR,RIML,Sp,2
HSNL,RIML,Sp,2
RIBL,RIML,R,1
RICL,RIML,Sp,1
RIFL,RIML,Sp,4
AIBR,RIML,EJ,1
AIYL,RIML,EJ,1
AVAR,RIML,EJ,2
AVEL,RIML,EJ,2
AVER,RIML,EJ,3
RIS,RIML,EJ,1
RIS,RIML,Sp,1
RMDL,RIML,Rp,1
RMDR,RIML,Rp,1
RMFR,RIML,Rp,1
SAADL,RIML,S,1
SAADL,RIML,Sp,2
SAADR,RIML,R,1
SAADR,RIML,S,1
SAADR,RIML,Sp,3
SAAVL,RIML,Rp,3
SAAVL,RIML,Sp,2
SAAVR,RIML,R,2
SAAVR,RIML,Sp,5
SMDDR,RIML,R,1
SMDDR,RIML,Rp,4
SMDVL,RIML,Rp,1
ADAR,RIMR,Rp,1
ADAR,RIMR,Sp,5
AIBL,RIMR,Rp,4
AIBL,RIMR,S,1
AIBL,RIMR,Sp,12
AIBR,RIMR,Sp,1
AIZR,RIMR,S,1
AIZR,RIMR,Sp,3
AVAL,RIMR,Rp,2
AVBL,RIMR,Rp,2
AVBR,RIMR,R,1
AVBR,RIMR,Rp,4
AVHL,RIMR,Sp,1
AVJL,RIMR,Rp,1
AVKL,RIMR,Rp,1
AVKL,RIMR,Sp,1
AVKR,RIMR,Sp,2
DVA,RIMR,Sp,1
RIBR,RIMR,Rp,1
RICL,RIMR,S,1
RICL,RIMR,Sp,2
RIFR,RIMR,Sp,4
AIBL,RIMR,EJ,1
AIYR,RIMR,EJ,1
AVAL,RIMR,EJ,3
AVAR,RIMR,EJ,1
AVEL,RIMR,EJ,3
AVER,RIMR,EJ,2
RIS,RIMR,EJ,1
RIS,RIMR,Rp,1
RIS,RIMR,S,1
RIS,RIMR,Sp,3
RMDL,RIMR,R,2
RMDL,RIMR,Rp,1
RMDR,RIMR,Rp,1
RMDR,RIMR,S,2
RMFL,RIMR,Rp,1
RMFR,RIMR,Rp,1
SAADL,RIMR,S,1
SAADL,RIMR,Sp,5
SAADR,RIMR,S,2
SAADR,RIMR,Sp,3
SAAVL,RIMR,R,1
SAAVL,RIMR,Rp,2
SAAVL,RIMR,Sp,12
SAAVR,RIMR,Rp,3
SAAVR,RIMR,Sp,2
SMDDL,RIMR,Rp,2
SMDDR,RIMR,Rp,4
ADAL,RIPL,Sp,1
ADLL,RIPL,Sp,1
ASHL,RIPL,Sp,1
CEPDL,RIPL,Sp,2
CEPVL,RIPL,Sp,1
IL1DL,RIPL,Sp,2
IL1VL,RIPL,Sp,4
IL2DL,RIPL,Sp,10
IL2VL,RIPL,Sp,11
OLQDL,RIPL,R,1
OLQDR,RIPL,R,1
OLQVL,RIPL,Sp,1
RIH,RIPL,S,4
RIH,RIPL,Sp,1
RMED,RIPL,EJ,1
URADL,RIPL,Sp,3
URAVL,RIPL,Sp,3
ADAR,RIPR,Sp,1
CEPVR,RIPR,Sp,1
IL1DR,RIPR,Sp,5
IL1VR,RIPR,S,1
IL1VR,RIPR,Sp,5
IL2DR,RIPR,Sp,11
IL2VR,RIPR,S,1
IL2VR,RIPR,Sp,14
OLQDL,RIPR,R,1
OLQDR,RIPR,R,1
OLQVR,RIPR,Sp,2
RIFR,RIPR,Sp,1
RIH,RIPR,S,3
RIH,RIPR,Sp,3
RMED,RIPR,EJ,1
URADR,RIPR,Sp,3
URAVR,RIPR,Sp,3
URXR,RIPR,Sp,3
ADFL,RIR,Sp,2
ADFR,RIR,Sp,3
AFDR,RIR,Rp,1
AIZL,RIR,R,3
AIZL,RIR,Rp,3
AIZR,RIR,R,4
AIZR,RIR,Rp,1
AUAL,RIR,Rp,1
AVHL,RIR,Sp,3
AVHR,RIR,S,1
AVHR,RIR,Sp,3
AWAR,RIR,Sp,2
AWBR,RIR,Rp,1
AWBR,RIR,Sp,2
BAGR,RIR,Rp,1
DVA,RIR,Rp,2
DVA,RIR,Sp,3
HSNL,RIR,Rp,1
RIAL,RIR,R,1
RIAL,RIR,Rp,4
RIAR,RIR,Rp,1
RIGL,RIR,Rp,1
RIGL,RIR,S,2
RIGR,RIR,S,1
BAGL,RIR,EJ,1
BAGR,RIR,EJ,1
RMGR,RIR,Sp,1
URXL,RIR,Rp,5
URXR,RIR,R,1
URXR,RIR,Rp,1
AVEL,RIS,Rp,7
AVER,RIS,Rp,7
AVJL,RIS,Sp,1
AVKL,RIS,R,1
AVKR,RIS,Rp,4
AVL,RIS,Rp,2
CEPDL,RIS,Sp,1
CEPDR,RIS,Rp,1
CEPDR,RIS,Sp,1
CEPVL,RIS,Rp,2
CEPVR,RIS,Rp,1
OLLR,RIS,Rp,1
RIBL,RIS,Rp,3
RIBR,RIS,Rp,5
RIML,RIS,Rp,1
RIMR,RIS,R,1
RIMR,RIS,Rp,3
RIMR,RIS,Sp,1
AIBR,RIS,EJ,1
AVJL,RIS,EJ,1
RIML,RIS,EJ,1
RIMR,RIS,EJ,1
SMDDL,RIS,EJ,1
SMDDR,RIS,EJ,1
SMDVL,RIS,EJ,1
RMDDL,RIS,Rp,1
RMDL,RIS,Rp,2
RMDR,RIS,R,1
RMDR,RIS,Rp,3
RMDR,RIS,Sp,1
SDQL,RIS,S,2
SDQL,RIS,Sp,1
SMDDR,RIS,Rp,2
SMDVR,RIS,Rp,1
URYVL,RIS,Sp,1
URYVR,RIS,Rp,1
ADEL,RIVL,Sp,1
CEPVR,RIVL,Sp,1
RIAL,RIVL,Rp,1
RIAL,RIVL,Sp,2
RIAR,RIVL,R,1
RIAR,RIVL,Sp,1
AIBL,RIVL,EJ,1
RIVR,RIVL,EJ,2
SDQR,RIVL,EJ,2
SMDVL,RIVL,EJ,1
RMDL,RIVL,Rp,2
SAADR,RIVL,R,3
SIAVR,RIVL,Rp,2
SMDDR,RIVL,Rp,1
SMDVL,RIVL,Sp,1
ADAR,RIVR,Sp,1
ADEL,RIVR,Sp,1
RIAL,RIVR,Rp,2
RIAL,RIVR,S,1
RIAL,RIVR,Sp,3
RIAR,RIVR,R,1
RIAR,RIVR,Rp,1
RICL,RIVR,S,1
AIBR,RIVR,EJ,1
RIVL,RIVR,EJ,2
SDQR,RIVR,EJ,2
RMDDL,RIVR,Rp,1
SMDVR,RIVR,EJ,2
RMDR,RIVR,Rp,1
RMDVR,RIVR,Rp,1
RMEV,RIVR,R,1
SAADL,RIVR,R,2
SIAVL,RIVR,Rp,2
SMDDL,RIVR,Rp,2
SMDVR,RIVR,Rp,2
SMDVR,RIVR,Sp,1
ALMR,RMDDL,Sp,1
CEPDR,RMDDL,Sp,1
CEPVL,RMDDL,Sp,4
IL1L,RMDDL,Sp,5
IL1R,RMDDL,Sp,3
IL1VL,RMDDL,Sp,5
OLLL,RMDDL,Sp,7
OLQDR,RMDDL,S,1
OLQDR,RMDDL,Sp,2
RIAL,RMDDL,S,2
RIAL,RMDDL,Sp,10
RIAR,RMDDL,S,1
RIAR,RMDDL,Sp,9
RIS,RMDDL,Sp,1
RIVR,RMDDL,Sp,1
OLQVL,RMDDL,EJ,1
RMDL,RMDDL,EJ,1
RMDVL,RMDDL,EJ,1
SMDDL,RMDDL,EJ,1
RMDR,RMDDL,S,1
RMDVR,RMDDL,Rp,7
RMDVR,RMDDL,S,1
RMDVR,RMDDL,Sp,3
SMDVR,RMDDL,S,1
SMDVR,RMDDL,Sp,1
URYDR,RMDDL,Sp,3
URYVL,RMDDL,Sp,4
ALML,RMDDR,S,1
CEPVR,RMDDR,Sp,2
IL1DL,RMDDR,Sp,1
IL1R,RMDDR,Sp,2
IL1VR,RMDDR,Sp,10
OLLR,RMDDR,Sp,10
OLQDL,RMDDR,S,1
OLQDL,RMDDR,Sp,3
RIAL,RMDDR,Sp,7
RIAR,RMDDR,S,1
RIAR,RMDDR,Sp,10
OLQVR,RMDDR,EJ,1
RMDVR,RMDDR,EJ,1
SAADR,RMDDR,EJ,1
RMDL,RMDDR,S,1
SMDDR,RMDDR,EJ,1
RMDVL,RMDDR,R,1
RMDVL,RMDDR,Rp,11
RMDVL,RMDDR,Sp,6
SMDVL,RMDDR,Sp,1
URBL,RMDDR,Sp,1
URYDL,RMDDR,Rp,1
URYDL,RMDDR,S,1
URYDL,RMDDR,Sp,3
URYVR,RMDDR,Sp,6
ADEL,RMDL,S,2
ADEL,RMDL,Sp,2
IL1L,RMDL,Sp,1
IL1R,RMDL,S,1
IL1R,RMDL,Sp,3
IL2L,RMDL,S,1
IL2L,RMDL,Sp,2
IL2R,RMDL,S,1
IL2R,RMDL,Sp,1
OLLL,RMDL,S,2
OLLR,RMDL,Rp,2
OLLR,RMDL,S,3
RIAL,RMDL,Rp,4
RIAL,RMDL,S,4
RIAL,RMDL,Sp,2
RIAR,RMDL,Rp,3
RIAR,RMDL,S,2
RIAR,RMDL,Sp,1
RIML,RMDL,Sp,1
RIMR,RMDL,S,2
RIMR,RMDL,Sp,1
RIS,RMDL,Sp,2
RIVL,RMDL,Sp,2
RMDDR,RMDL,R,1
RMDR,RMDL,Rp,3
RMDR,RMDL,Sp,1
RMDDL,RMDL,EJ,1
RMDVL,RMDL,EJ,1
RMER,RMDL,Rp,1
RMFL,RMDL,Rp,1
RMFR,RMDL,Sp,2
RMGL,RMDL,Sp,1
RMGR,RMDL,Sp,4
URBR,RMDL,Sp,1
ADER,RMDR,Sp,2
ALA,RMDR,Sp,1
AVKL,RMDR,Rp,1
AVKR,RMDR,S,1
IL1L,RMDR,Sp,3
IL1R,RMDR,Sp,2
IL2L,RMDR,Sp,1
RIAL,RMDR,Rp,3
RIAL,RMDR,S,4
RIAL,RMDR,Sp,2
RIAR,RMDR,R,3
RIAR,RMDR,Rp,4
RIAR,RMDR,S,1
RIAR,RMDR,Sp,7
RIML,RMDR,Sp,1
RIMR,RMDR,R,2
